sample-id,cow,day,diet.in.period.1,diet,period,lactation.number,dim,extraction.batch,pcr.batch,dna.concentration.nanodrop,dna.concentration.naodrop.qubit,stolen.food,antibiotic.treatment,other,milk.per.milking1.kg,average.milk.per.milking.kg,daily.total.milk.yield.kg,butterfat.milking1.beforesample,butterfat.average.beforesample,protein.milking1.beforesample,protein.average.beforesample,lactose.milking1.beforesample,lactose.average.beforesample,SNF.milking1.beforesample,SNF.average.beforesample,SCCx1000.milking1.beforesample,SCCx1000.average.beforesample,MUN.milking1.beforesample,MUN.average.beforesample,butterfat.milking1.aftersample,butterfat.average.aftersample,protein.milking1.aftersample,protein.average.aftersample,lactose.milking1.aftersample,lactose.average.aftersample,SNF.milking1.aftersample,SNF.average.aftersample,SCCx1000.milking1.aftersample,SCCx1000.average.aftersaple,MUN.milking1.aftersample,MUN.average.aftersample,reads.per.sample.post.filtering,bin.reads.per.sample.post.filtering,low.DNA.yield.sample
6090-D4,6090,4,B,B,p_1,1,182,2,1,5.189,0.224,no,none,na,14.96854,12.57962,37.73885,3.67,3.89,3.01,3.033333333,5.05,5.056666667,8.94,8.963333333,24,26.33333333,9.2,11.03333333,3.62,3.713333333,3.02,3.023333333,5.08,5.086666667,8.98,8.966666667,56,37.33333333,7.7,9.033333333,27450,10000,cow
6090-D5,6090,5,B,A,p_2,1,251,12,2,6.399,1.38,no,none,na,15.10461,12.53425667,37.60278,3.45,3.606666667,3.22,3.27,5.08,5.09,9.21,9.27,60,84,9.3,10.73333333,3.64,3.62,3.3,3.296666667,5.08,5.083333333,9.26,9.26,52,49.33333333,9.1,9.666666667,13185,10000,cow
6090-D6,6090,6,B,A,p_2,1,252,15,2,6.055,2.62,no,none,na,15.92108,12.74593333,38.23781,3.45,3.606666667,3.22,3.27,5.08,5.09,9.21,9.27,60,84,9.3,10.73333333,3.64,3.62,3.3,3.296666667,5.08,5.083333333,9.26,9.26,52,49.33333333,9.1,9.666666667,30233,10000,cow
6091-D1,6091,1,B,common,p_0,1,113,33,4,1.428,0.0692,no,none,na,18.59727,15.04418786,45.1324,5.74,4.063333333,2.59,2.74,4.95,5.096666667,8.5,8.786666667,73,40.66666667,8.5,9.433333333,2.92,3.34,2.75,2.786666667,5.07,5.09,8.75,8.836666667,37,40.33333333,8.6,11.1,6124,1000,cow
6091-D1-B,6091,1,B,common,p_0,1,113,48,6,1.693,0.0752,no,none,na,18.59727,15.04418786,45.1324,5.74,4.063333333,2.59,2.74,4.95,5.096666667,8.5,8.786666667,73,40.66666667,8.5,9.433333333,2.92,3.34,2.75,2.786666667,5.07,5.09,8.75,8.836666667,37,40.33333333,8.6,11.1,2575,1000,cow
6091-D2,6091,2,B,common,p_0,1,114,24,3,3.099,0.1,no,none,na,17.0097,13.98575333,41.95726,5.74,4.063333333,2.59,2.74,4.95,5.096666667,8.5,8.786666667,73,40.66666667,8.5,9.433333333,2.92,3.34,2.75,2.786666667,5.07,5.09,8.75,8.836666667,37,40.33333333,8.6,11.1,751,100,cow
6091-D3,6091,3,B,B,p_1,1,152,8,1,2.005,0.149,no,none,na,16.05716,13.16928667,39.50786,3.16,3.16,2.75,2.773333333,5.03,5.023333333,8.74,8.77,24,36.33333333,7.5,9.233333333,3.12,3.333333333,2.77,2.806666667,5,5.056666667,8.73,8.833333333,17,28.33333333,7.7,9.5,1728,1000,cow
6091-D4,6091,4,B,B,p_1,1,153,35,5,3.186,0.139,no,none,na,15.55821,12.020191,36.06056,3.16,3.16,2.75,2.773333333,5.03,5.023333333,8.74,8.77,24,36.33333333,7.5,9.233333333,3.12,3.333333333,2.77,2.806666667,5,5.056666667,8.73,8.833333333,17,28.33333333,7.7,9.5,5962,1000,cow
6091-D5,6091,5,B,A,p_2,1,222,20,3,3.486,0.268,no,none,na,16.7829,13.07857,39.23571,2.87,3.166666667,3.05,3.176666667,4.99,5.05,8.97,9.183333333,45,57.33333333,5.1,6.566666667,2.93,3.406666667,3.01,3.136666667,4.99,5.013333333,8.93,9.13,30,48.33333333,6.3,7.2,6736,1000,cow
6091-D6,6091,6,B,A,p_2,1,223,14,2,4.509,0.598,no,none,na,17.0097,13.486802,40.46041,2.87,3.166666667,3.05,3.176666667,4.99,5.05,8.97,9.183333333,45,57.33333333,5.1,6.566666667,2.93,3.406666667,3.01,3.136666667,4.99,5.013333333,8.93,9.13,30,48.33333333,6.3,7.2,6825,1000,cow
6098-D1,6098,1,B,common,p_0,1,156,32,4,3.685,0.868,no,none,na,16.19323,13.48680333,40.46041,3.94,4.22,3.32,3.42,4.85,4.86,9.13,9.29,35,35.5,11.2,11.8,4.16,4.343333333,3.25,3.236666667,4.92,4.903333333,9.07,9.066666667,28,22.66666667,12.1,13.26666667,2971,1000,cow
6098-D2,6098,2,B,common,p_0,1,157,37,5,2.053,0.23,no,none,na,15.46749,12.88201333,38.64604,3.94,4.22,3.32,3.42,4.85,4.86,9.13,9.29,35,35.5,11.2,11.8,4.16,4.343333333,3.25,3.236666667,4.92,4.903333333,9.07,9.066666667,28,22.66666667,12.1,13.26666667,759,100,cow
6098-D3,6098,3,B,B,p_1,1,195,4,1,4.546,0.922,no,none,na,11.15836,10.87108667,32.61326,3.85,4.44,3.34,3.333333333,4.87,4.833333333,9.17,9.126666667,43,56.66666667,10.2,11.5,3.73,4.3,3.3,3.3,4.88,4.9,9.14,9.123333333,20,20.66666667,9.6,10.33333333,5607,1000,cow
6098-D4,6098,4,B,B,p_1,1,196,40,5,2.843,1.03,no,none,na,13.38096,10.87108667,32.61326,3.85,4.44,3.34,3.333333333,4.87,4.833333333,9.17,9.126666667,43,56.66666667,10.2,11.5,3.73,4.3,3.3,3.3,4.88,4.9,9.14,9.123333333,20,20.66666667,9.6,10.33333333,13085,10000,cow
6098-D5,6098,5,B,A,p_2,1,265,19,3,3.284,0.492,no,none,na,15.55821,12.65521667,37.96565,4.12,4.363333333,3.6,3.596666667,5.03,5.023333333,9.57,9.566666667,17,21.66666667,8.6,8.8,3.72,4.19,3.62,3.69,4.96,4.933333333,9.52,9.59,18,28.33333333,9.8,10.06666667,4318,1000,cow
6098-D6,6098,6,B,A,p_2,1,266,28,4,2.515,0.49,no,none,na,14.96854,12.579618,37.73885,4.12,4.363333333,3.6,3.596666667,5.03,5.023333333,9.57,9.566666667,17,21.66666667,8.6,8.8,3.72,4.19,3.62,3.69,4.96,4.933333333,9.52,9.59,18,28.33333333,9.8,10.06666667,20227,10000,cow
6201-D1,6201,1,B,common,p_0,1,141,31,4,3.85,0.254,no,none,na,19.86733,16.63171,49.89512,3.1,3.38,2.58,2.59,4.78,4.81,8.21,8.25,79,94.33333333,9.1,10.2,3,3.35,2.65,2.65,4.69,4.713333333,8.27,8.283333333,72,85,10.6,11.36666667,1876,1000,cow
6201-D2,6201,2,B,common,p_0,1,142,9,1,3.311,0.762,no,none,na,18.64263,16.04203667,48.08075,3.1,3.38,2.58,2.59,4.78,4.81,8.21,8.25,79,94.33333333,9.1,10.2,3,3.35,2.65,2.65,4.69,4.713333333,8.27,8.283333333,72,85,10.6,11.36666667,4813,1000,cow
6201-D3,6201,3,B,B,p_1,1,180,22,3,2.743,0.119,no,none,na,17.19114,14.22767,42.68301,2.87,3.186666667,2.68,2.71,4.61,4.63,8.24,8.28,64,87.33333333,7.9,9.8,3.17,3.37,2.68,2.7,4.65,4.666666667,8.28,8.323333333,98,111.3333333,9.7,10.7,869,100,cow
6201-D4,6201,4,B,B,p_1,1,181,36,4,3.837,0.218,no,none,na,16.14788,14.10671333,42.32013,2.87,3.186666667,2.68,2.71,4.61,4.63,8.24,8.28,64,87.33333333,7.9,9.8,3.17,3.37,2.68,2.7,4.65,4.666666667,8.28,8.323333333,98,111.3333333,9.7,10.7,29022,10000,cow
6201-D5,6201,5,B,A,p_2,1,250,19,3,3.434,0.398,no,none,na,16.55611,14.46958333,43.40875,3.05,3.35,2.89,2.9,4.74,4.746666667,8.56,8.57,77,76.33333333,7.9,9.1,3.01,3.186666667,2.83,2.883333333,4.79,4.763333333,8.56,8.613333333,88,64.33333333,8.3,8,25960,10000,cow
6201-D6,6201,6,B,A,p_2,1,251,16,2,2.773,0.27,no,none,na,18.27976,14.53006333,43.59019,3.05,3.35,2.89,2.9,4.74,4.746666667,8.56,8.57,77,76.33333333,7.9,9.1,3.01,3.186666667,2.83,2.883333333,4.79,4.763333333,8.56,8.613333333,88,64.33333333,8.3,8,9492,1000,cow
6205-D1,6205,1,B,common,p_0,1,107,31,4,6.291,5.84,no,none,na,17.19114,8.784566333,26.353699,3.45,3.653333333,3.04,3.066666667,5.13,5.18,9.11,9.2,156,151,8.4,9.166666667,3.24,3.553333333,3,3.033333333,5.16,5.2,8.99,9.07,148,139.3333333,8.4,9.933333333,240,100,cow
6205-D2,6205,2,B,common,p_0,1,108,9,1,5.683,3.95,no,none,na,23.35999,14.12183167,42.36549,3.45,3.653333333,3.04,3.066666667,5.13,5.18,9.11,9.2,156,151,8.4,9.166666667,3.24,3.553333333,3,3.033333333,5.16,5.2,8.99,9.07,148,139.3333333,8.4,9.933333333,6523,1000,cow
6205-D3,6205,3,B,B,p_1,1,146,10,2,4.86,2.6,no,none,na,13.97063,11.52123533,34.56371,3.22,3.643333333,2.89,2.953333333,5.09,5.116666667,8.84,8.93,26,44.66666667,8.2,10.06666667,3.15,3.646666667,2.98,3.003333333,5.14,5.15,9.01,9.026666667,39,44.33333333,10.2,10.6,71104,10000,cow
6205-D4,6205,4,B,B,p_1,1,147,40,5,3.944,3.18,no,none,na,13.5624,11.49099833,34.47299,3.22,3.643333333,2.89,2.953333333,5.09,5.116666667,8.84,8.93,26,44.66666667,8.2,10.06666667,3.15,3.646666667,2.98,3.003333333,5.14,5.15,9.01,9.026666667,39,44.33333333,10.2,10.6,14780,10000,cow
6205-D5,6205,5,B,A,p_2,1,216,12,2,5.99,1.4,no,none,na,15.785,12.77617333,38.32852,3.05,3.523333333,3.33,3.386666667,5.14,5.173333333,9.39,9.496666667,22,25.33333333,7.3,7.733333333,3.4,3.716666667,3.33,3.406666667,5.13,5.156666667,9.35,9.486666667,23,25,7.4,8.066666667,21100,10000,cow
6205-D6,6205,6,B,A,p_2,1,217,28,4,4.125,1.39,no,none,na,15.37677,12.30746333,36.92239,3.05,3.523333333,3.33,3.386666667,5.14,5.173333333,9.39,9.496666667,22,25.33333333,7.3,7.733333333,3.4,3.716666667,3.33,3.406666667,5.13,5.156666667,9.35,9.486666667,23,25,7.4,8.066666667,1663,1000,cow
6206-D1,6206,1,A,common,p_0,1,108,42,5,2.597,1.12,yes,none,na,16.69219,13.275128,39.82538,7.28,5.463333333,3,3.14,4.95,5.116666667,8.95,9.22,40,29.33333333,9.2,10.26666667,4.31,4.5,3.19,3.2,5.21,5.236666667,9.24,9.27,15,23.33333333,10.5,12.4,345,100,cow
6206-D2,6206,2,A,common,p_0,1,109,25,3,4.292,0.754,yes,none,na,15.19533,13.22976667,39.6893,7.28,5.463333333,3,3.14,4.95,5.116666667,8.95,9.22,40,29.33333333,9.2,10.26666667,4.31,4.5,3.19,3.2,5.21,5.236666667,9.24,9.27,15,23.33333333,10.5,12.4,3142,1000,cow
6206-D3,6206,3,A,A,p_1,1,147,7,1,4.637,2.2,yes,none,na,15.51285,13.54728,40.64184,3.79,4.333333333,3.42,3.436666667,5.06,5.08,9.34,9.37,13,31.33333333,8.8,9.966666667,3.78,4.113333333,3.47,3.436666667,5.17,5.163333333,9.47,9.42,35,30.33333333,7,8.4,15417,10000,cow
6206-D4,6206,4,A,A,p_1,1,148,40,5,6.274,3.9,yes,none,na,16.05716,13.50192333,40.50577,3.79,4.333333333,3.42,3.436666667,5.06,5.08,9.34,9.37,13,31.33333333,8.8,9.966666667,3.78,4.113333333,3.47,3.436666667,5.17,5.163333333,9.47,9.42,35,30.33333333,7,8.4,12692,10000,cow
6206-D5,6206,5,A,B,p_2,1,217,17,2,10.925,2.48,yes,none,na,13.24489,11.41539867,34.2462,4.38,4.443333333,3.45,3.246666667,5.14,5.146666667,9.51,9.313333333,137,126,8.7,10.2,4.4,4.726666667,3.42,3.373333333,5.16,5.14,9.48,9.423333333,145,158.3333333,9.6,9.8,35042,10000,cow
6206-D6,6206,6,A,B,p_2,1,218,14,2,7.093,4.12,yes,none,na,14.01599,11.77827,35.33482,4.38,4.443333333,3.45,3.246666667,5.14,5.146666667,9.51,9.313333333,137,126,8.7,10.2,4.4,4.726666667,3.42,3.373333333,5.16,5.14,9.48,9.423333333,145,158.3333333,9.6,9.8,1856,1000,cow
6210-D1,6210,1,B,common,p_0,1,146,30,4,5.099,0.692,yes,none,na,20.54772,14.60566433,43.81699,2.98,3.23,2.71,2.753333333,5.01,5.063333333,8.56,8.696666667,7,7.666666667,9.3,10.53333333,3.45,3.5,2.73,2.786666667,5,5.02,8.59,8.67,15,23.33333333,7.8,10.43333333,7098,1000,cow
6210-D2,6210,2,B,common,p_0,1,147,26,3,2.146,0.31,yes,none,na,20.18484,16.02691667,48.08075,2.98,3.23,2.71,2.753333333,5.01,5.063333333,8.56,8.696666667,7,7.666666667,9.3,10.53333333,3.45,3.5,2.73,2.786666667,5,5.02,8.59,8.67,15,23.33333333,7.8,10.43333333,3109,1000,cow
6210-D3,6210,3,B,B,p_1,1,185,22,3,2.508,0.444,yes,none,na,17.87152,14.60566,43.81699,3.31,3.44,2.72,2.77,4.87,4.92,8.49,8.61,14,15,8.3,10.06666667,3.01,3.24,2.73,2.763333333,4.92,4.973333333,8.53,8.613333333,13,14.33333333,8.2,10.13333333,4451,1000,cow
6210-D4,6210,4,B,B,p_1,1,186,2,1,3.679,0.462,yes,none,na,16.42003,14.15207,42.45621,3.31,3.44,2.72,2.77,4.87,4.92,8.49,8.61,14,15,8.3,10.06666667,3.01,3.24,2.73,2.763333333,4.92,4.973333333,8.53,8.613333333,13,14.33333333,8.2,10.13333333,21757,10000,cow
6210-D5,6210,5,B,A,p_2,1,255,12,2,2.814,0.484,yes,none,na,17.50865,15.36165,46.26638,3.06,3.21,2.9,2.963333333,4.98,4.99,8.79,8.88,10,16.33333333,6.8,7.766666667,2.9,3.246666667,2.84,2.903333333,4.97,4.993333333,8.72,8.86,11,14,7.7,8.9,58700,10000,cow
6210-D6,6210,6,B,A,p_2,1,256,16,2,2.857,0.202,yes,none,na,20.00341,15.55820667,46.71998,3.06,3.21,2.9,2.963333333,4.98,4.99,8.79,8.88,10,16.33333333,6.8,7.766666667,2.9,3.246666667,2.84,2.903333333,4.97,4.993333333,8.72,8.86,11,14,7.7,8.9,29187,10000,cow
6211-D1,6211,1,A,common,p_0,1,86,44,5,3.662,0.28,yes,none,na,16.19323,13.5624,40.6872,4.15,4.61,2.87,2.85,5.01,5.016666667,8.87,8.87,12,15.33333333,7.9,9.066666667,4.52,5.286666667,2.85,2.853333333,4.95,4.893333333,8.88,8.853333333,15,18.33333333,12.3,14,892,100,cow
6211-D2,6211,2,A,common,p_0,1,87,26,3,1.461,0.276,yes,none,na,15.37677,13.29024333,39.87074,4.15,4.61,2.87,2.85,5.01,5.016666667,8.87,8.87,12,15.33333333,7.9,9.066666667,4.52,5.286666667,2.85,2.853333333,4.95,4.893333333,8.88,8.853333333,15,18.33333333,12.3,14,10178,10000,cow
6211-D2-B,6211,2,A,common,p_0,1,87,48,6,2.307,0.314,yes,none,na,15.37677,13.29024333,39.87074,4.15,4.61,2.87,2.85,5.01,5.016666667,8.87,8.87,12,15.33333333,7.9,9.066666667,4.52,5.286666667,2.85,2.853333333,4.95,4.893333333,8.88,8.853333333,15,18.33333333,12.3,14,1463,1000,cow
6211-D3,6211,3,A,A,p_1,1,125,6,1,4.843,2.64,yes,none,na,15.37677,12.821535,38.4646,3.82,3.643333333,3.17,3.33,4.91,4.983333333,8.99,9.28,18,30.66666667,7.5,8.733333333,3.97,4.116666667,3.16,3.296666667,4.84,4.93,8.97,9.193333333,19,26.33333333,8.8,9.4,89527,10000,cow
6211-D4,6211,4,A,A,p_1,1,126,41,5,1.825,2.5,yes,none,na,14.7871,12.51914,37.55742,3.82,3.643333333,3.17,3.33,4.91,4.983333333,8.99,9.28,18,30.66666667,7.5,8.733333333,3.97,4.116666667,3.16,3.296666667,4.84,4.93,8.97,9.193333333,19,26.33333333,8.8,9.4,4114,1000,cow
6211-D4-B,6211,4,A,A,p_1,1,126,49,6,3.105,1.11,yes,none,na,14.7871,12.51914,37.55742,3.82,3.643333333,3.17,3.33,4.91,4.983333333,8.99,9.28,18,30.66666667,7.5,8.733333333,3.97,4.116666667,3.16,3.296666667,4.84,4.93,8.97,9.193333333,19,26.33333333,8.8,9.4,1000,1000,cow
6211-D5,6211,5,A,B,p_2,1,195,18,2,2.514,0.93,yes,none,na,16.51075,13.10880667,39.32643,4.46,4.753333333,3.23,3.303333333,4.93,4.963333333,9.11,9.243333333,16,20,10.1,12.16666667,4.4,4.673333333,3.26,3.36,4.93,4.91,9.2,9.313333333,15,23.66666667,8.8,11.83333333,21334,10000,cow
6211-D6,6211,6,A,B,p_2,1,196,45,6,3.541,1.17,yes,none,na,16.37467,13.12392667,39.37179,4.46,4.753333333,3.23,3.303333333,4.93,4.963333333,9.11,9.243333333,16,20,10.1,12.16666667,4.4,4.673333333,3.26,3.36,4.93,4.91,9.2,9.313333333,15,23.66666667,8.8,11.83333333,4755,1000,cow
6213-D1,6213,1,A,common,p_0,1,140,32,4,6.752,0.848,no,none,na,18.55191,14.59054333,43.77163,3.07,3.483333333,2.5,2.61,4.68,4.783333333,7.97,8.233333333,32,48,10.6,11.86666667,3.05,3.34,2.53,2.63,4.7,4.796666667,8.12,8.34,50,47.33333333,11.1,14.26666667,712,100,cow
6213-D2,6213,2,A,common,p_0,1,141,26,3,2.698,0.189,no,none,na,17.2365,14.54518333,43.63555,3.07,3.483333333,2.5,2.61,4.68,4.783333333,7.97,8.233333333,32,48,10.6,11.86666667,3.05,3.34,2.53,2.63,4.7,4.796666667,8.12,8.34,50,47.33333333,11.1,14.26666667,592,100,cow
6213-D3,6213,3,A,A,p_1,1,179,4,1,2.452,0.254,no,none,na,18.41584,15.61868667,46.71998,3.12,3.276666667,2.82,2.843333333,4.86,4.896666667,8.59,8.666666667,24,21.33333333,8.4,10.2,3.16,3.366666667,2.86,2.896666667,4.83,4.883333333,8.6,8.68,29,30,8.9,9.8,2453,1000,cow
6213-D4,6213,4,A,A,p_1,1,180,41,5,2.019,0.386,no,none,na,19.36838,15.42213,46.26638,3.12,3.276666667,2.82,2.843333333,4.86,4.896666667,8.59,8.666666667,24,21.33333333,8.4,10.2,3.16,3.366666667,2.86,2.896666667,4.83,4.883333333,8.6,8.68,29,30,8.9,9.8,9537,1000,cow
6213-D5,6213,5,A,B,p_2,1,249,17,2,3.934,0.93,no,none,na,17.05506,13.97063333,41.9119,3.65,3.8,2.76,2.776666667,4.75,4.78,8.44,8.49,52,69.33333333,10.6,11.2,3.27,3.7,2.77,2.796666667,4.76,4.81,8.52,8.606666667,71,80.33333333,10.2,11.33333333,4799,1000,cow
6213-D6,6213,6,A,B,p_2,1,250,44,6,4.407,0.442,no,none,na,16.42003,13.04832833,39.14499,3.65,3.8,2.76,2.776666667,4.75,4.78,8.44,8.49,52,69.33333333,10.6,11.2,3.27,3.7,2.77,2.796666667,4.76,4.81,8.52,8.606666667,71,80.33333333,10.2,11.33333333,1210,1000,cow
6214-D1,6214,1,B,common,p_0,1,130,43,5,11.21,11.21,yes,none,na,15.33141,12.53430381,37.60278,3.54,4.196666667,3.2,3.373333333,4.78,4.85,8.88,9.223333333,43,36,11.1,12.46666667,3.55,4.386666667,3.14,3.276666667,4.89,4.896666667,8.91,9.146666667,25,35,11.1,14.83333333,509,100,cow
6214-D1-B,6214,1,B,common,p_0,1,130,49,6,1.749,0.55,yes,none,na,15.33141,12.53430381,37.60278,3.54,4.196666667,3.2,3.373333333,4.78,4.85,8.88,9.223333333,43,36,11.1,12.46666667,3.55,4.386666667,3.14,3.276666667,4.89,4.896666667,8.91,9.146666667,25,35,11.1,14.83333333,2520,1000,cow
6214-D2,6214,2,B,common,p_0,1,131,38,5,2.802,3.91,yes,none,na,15.785,12.12602333,36.37808,3.54,4.196666667,3.2,3.373333333,4.78,4.85,8.88,9.223333333,43,36,11.1,12.46666667,3.55,4.386666667,3.14,3.276666667,4.89,4.896666667,8.91,9.146666667,25,35,11.1,14.83333333,7045,1000,cow
6214-D3,6214,3,B,B,p_1,1,169,8,1,4.067,0.98,yes,none,na,13.01809,10.357017,31.07105,3.76,4.203333333,3.16,3.256666667,4.78,4.87,8.87,9.093333333,21,29.66666667,9.8,11.9,3.89,4.223333333,3.23,3.263333333,4.8,4.88,8.96,9.096666667,49,43.66666667,10.4,12.5,67096,10000,cow
6214-D4,6214,4,B,B,p_1,1,170,41,5,2.503,0.858,yes,none,na,12.42842,9.570791,28.71237,3.76,4.203333333,3.16,3.256666667,4.78,4.87,8.87,9.093333333,21,29.66666667,9.8,11.9,3.89,4.223333333,3.23,3.263333333,4.8,4.88,8.96,9.096666667,49,43.66666667,10.4,12.5,5578,1000,cow
6214-D5,6214,5,B,A,p_2,1,239,12,2,4.868,1.29,yes,none,na,16.46539,11.26420133,33.7926,2.83,3.343333333,3.32,3.576666667,4.81,4.843333333,9.04,9.383333333,29,35,6.6,7.9,2.87,3.403333333,3.27,3.423333333,4.84,4.896666667,8.99,9.296666667,36,43,7.5,8.266666667,22956,10000,cow
6214-D6,6214,6,B,A,p_2,1,240,28,4,3.317,1.57,yes,none,na,14.60566,10.23605867,30.70818,2.83,3.343333333,3.32,3.576666667,4.81,4.843333333,9.04,9.383333333,29,35,6.6,7.9,2.87,3.403333333,3.27,3.423333333,4.84,4.896666667,8.99,9.296666667,36,43,7.5,8.266666667,13114,10000,cow
6215-D1,6215,1,A,common,p_0,1,86,32,4,10.495,10.495,no,yes,antibiotic.treatment.polyflex.5days.inperiod1,13.69848,11.52123867,34.563716,3.69,4.003333333,3.17,3.2,5.14,5.156666667,9.27,9.336666667,281,394,8.9,10.06666667,3.58,3.893333333,3.22,3.236666667,5.11,5.103333333,9.19,9.206666667,343,356,10.7,11.73333333,1675,1000,cow
6215-D2,6215,2,A,common,p_0,1,87,25,3,4.645,2.64,no,yes,antibiotic.treatment.polyflex.5days.inperiod1,15.28605,12.02018667,36.06056,3.69,4.003333333,3.17,3.2,5.14,5.156666667,9.27,9.336666667,281,394,8.9,10.06666667,3.58,3.893333333,3.22,3.236666667,5.11,5.103333333,9.19,9.206666667,343,356,10.7,11.73333333,576,100,cow
6215-D3,6215,3,A,A,p_1,1,125,7,1,26.747,26.747,no,yes,antibiotic.treatment.polyflex.5days.inperiod1,12.97273,11.73291,35.19874,3.86,4.153333333,3.62,3.593333333,4.97,4.94,9.44,9.39,887,963.3333333,10,10.13333333,4.25,4.213333333,3.57,3.526666667,4.97,4.92,9.41,9.29,228,231.6666667,10.8,11.03333333,258,100,cow
6215-D4,6215,4,A,A,p_1,1,126,39,5,44.598,44.598,no,yes,antibiotic.treatment.polyflex.5days.inperiod1,13.38096,11.53635333,34.60907,3.86,4.153333333,3.62,3.593333333,4.97,4.94,9.44,9.39,887,963.3333333,10,10.13333333,4.25,4.213333333,3.57,3.526666667,4.97,4.92,9.41,9.29,228,231.6666667,10.8,11.03333333,681,100,cow
6215-D5,6215,5,A,B,p_2,1,195,13,2,6.247,4.48,no,yes,antibiotic.treatment.polyflex.5days.inperiod1,10.52333,9.223035667,27.66911,3.67,4.066666667,3.3,3.366666667,4.6,4.633333333,8.84,8.936666667,233,291.3333333,8.4,9.666666667,4.01,4.253333333,3.67,3.586666667,4.87,4.903333333,9.45,9.383333333,428,463.3333333,9.9,9.966666667,8133,1000,cow
6215-D6,6215,6,A,B,p_2,1,196,16,2,11.439,11.439,no,yes,antibiotic.treatment.polyflex.5days.inperiod1,11.97483,8.406572333,25.21972,3.67,4.066666667,3.3,3.366666667,4.6,4.633333333,8.84,8.936666667,233,291.3333333,8.4,9.666666667,4.01,4.253333333,3.67,3.586666667,4.87,4.903333333,9.45,9.383333333,428,463.3333333,9.9,9.966666667,16873,10000,cow
6218-D1,6218,1,A,common,p_0,1,126,30,4,2.252,0.19,no,none,na,16.19323,12.624975,37.87493,3.76,3.843333333,3.08,3.11,5.08,5.063333333,9.09,9.11,70,133.3333333,10,10.83333333,3.55,3.716666667,3.1,3.146666667,5.02,5.056666667,9.02,9.103333333,66,68.66666667,10.2,12.16666667,5266,1000,cow
6218-D2,6218,2,A,common,p_0,1,127,36,4,3.565,0.52,no,none,na,15.51285,12.73081667,38.19245,3.76,3.843333333,3.08,3.11,5.08,5.063333333,9.09,9.11,70,133.3333333,10,10.83333333,3.55,3.716666667,3.1,3.146666667,5.02,5.056666667,9.02,9.103333333,66,68.66666667,10.2,12.16666667,4801,1000,cow
6218-D3,6218,3,A,A,p_1,1,165,4,1,3.032,0.514,no,none,na,14.51494,12.89713333,38.6914,2.76,3.24,3.42,3.493333333,5.07,5.113333333,9.39,9.516666667,78,105.6666667,7.5,8.233333333,3.61,3.556666667,3.42,3.46,5.07,5.113333333,9.37,9.45,118,115.3333333,8.1,8.766666667,2332,1000,cow
6218-D4,6218,4,A,A,p_1,1,166,34,4,0.886,0.998,no,none,na,14.10671,12.39818,37.19454,2.76,3.24,3.42,3.493333333,5.07,5.113333333,9.39,9.516666667,78,105.6666667,7.5,8.233333333,3.61,3.556666667,3.42,3.46,5.07,5.113333333,9.37,9.45,118,115.3333333,8.1,8.766666667,91269,10000,cow
6218-D4-B,6218,4,A,A,p_1,1,166,47,6,4.503,0.406,no,none,na,14.10671,12.39818,37.19454,2.76,3.24,3.42,3.493333333,5.07,5.113333333,9.39,9.516666667,78,105.6666667,7.5,8.233333333,3.61,3.556666667,3.42,3.46,5.07,5.113333333,9.37,9.45,118,115.3333333,8.1,8.766666667,2296,1000,cow
6218-D5,6218,5,A,B,p_2,1,235,12,2,3.992,0.316,no,none,na,13.47168,11.12812233,33.38437,4.26,4.493333333,3.11,3.126666667,5.13,5.046666667,9.18,9.123333333,139,97.66666667,8.8,9.866666667,4.28,4.446666667,3.3,3.376666667,4.94,4.95,9.25,9.35,79,84.33333333,11.1,11.5,21239,10000,cow
6218-D6,6218,6,A,B,p_2,1,236,45,6,4.013,0.574,no,none,na,14.5603,11.657312,34.97194,4.26,4.493333333,3.11,3.126666667,5.13,5.046666667,9.18,9.123333333,139,97.66666667,8.8,9.866666667,4.28,4.446666667,3.3,3.376666667,4.94,4.95,9.25,9.35,79,84.33333333,11.1,11.5,2047,1000,cow
6219-D1,6219,1,B,common,p_0,1,134,43,5,2.751,0.46,no,none,na,14.15207,12.35282333,37.05847,4.02,4.31,3.27,3.316666667,5.07,5.093333333,9.3,9.386666667,14,21,9.8,11.06666667,3.94,5.33,3.23,3.203333333,5.16,5.056666667,9.29,9.173333333,17,25,11.4,13.03333333,730,100,cow
6219-D2,6219,2,B,common,p_0,1,135,38,5,2.025,0.0374,no,none,na,14.74174,11.70267333,35.10802,4.02,4.31,3.27,3.316666667,5.07,5.093333333,9.3,9.386666667,14,21,9.8,11.06666667,3.94,5.33,3.23,3.203333333,5.16,5.056666667,9.29,9.173333333,17,25,11.4,13.03333333,158,100,potential.blank
6219-D3,6219,3,B,B,p_1,1,173,22,3,3.761,0.462,no,none,na,13.19953,11.128126,33.38437,4.34,4.446666667,3.22,3.22,5.08,5.103333333,9.22,9.236666667,17,23.66666667,10,11.03333333,4.07,4.406666667,3.25,3.233333333,5.11,5.103333333,9.27,9.243333333,18,22,11.2,11.6,1192,1000,cow
